product,review_original,source,review_date,original_rating,review_en,rating,threat_category
Kiko Milano General,"scandalosi, pacco che doveva essere arrivato una settimana fa...non tracciabile, richiesa assistenza e riscontro tramite mail a kiko più volte....non hanno mai risposto",Trustpilot,2025-12-19T11:04:34.000Z,3.0,"scandalous, package that should have arrived a week ago...not traceable, request for assistance and feedback via email to Kiko several times...they never responded",3.0,Neutral/Positive
Kiko Milano General,très déçue de mon expérience d'achat en ligne sur kikocosmetics! l'article reçu ne correspond pas à la commande et sur le site tout est fait pour que tu ne puisse pas faire le retour! pas de possibilité de joindre le service client (aucune info sur le site) ni obtenir réponse à tes questions. a fuir!!!,Trustpilot,2025-12-18T18:53:08.000Z,3.0,very disappointed with my online purchasing experience on kikocosmetics! the item received does not correspond to the order and everything on the site is done so that you cannot make the return! no possibility of contacting customer service (no information on the site) or getting answers to your questions. to flee!!!,3.0,Neutral/Positive
Kiko Milano General,"klantenservice???
vreselijk bedrijf.....producten kloppen niet met het plaatje. en als je het terug wilt sturen moet je grof geld betalen. daarna is je pakket kwijt en mag je alsnog alles betalen. schofterig bedrijf.",Trustpilot,2025-12-18T17:43:07.000Z,3.0,"customer service???
terrible company.....products do not match the picture. and if you want to return it you have to pay a lot of money. After that, your package will be lost and you can still pay for everything. shitty company.",3.0,Neutral/Positive
Kiko Milano General,"ich warte seit über 3 wochen auf mein geld. keiner reagiert auf meine anfragen. retoure schon im november eingegangen. das kanns doch wirklich nicht sein, oder?",Trustpilot,2025-12-17T13:56:46.000Z,3.0,"I've been waiting for my money for over 3 weeks. nobody responds to my inquiries. Return received in November. That really can't be right, can it?",3.0,Neutral/Positive
Kiko Milano General,"this company clearly has a very poor culture, as i had a similar experience to other reviewers. i bought a product that was faulty and tried to return it. i was told you couldn’t return products. i pointed out legally you can when it’s faulty. i brought the wrong receipt. i returned with the correct receipt and i found both assistants to be quite rude. when i pulled the assistance up on her tone, the worker next to her said that i hadn’t let her speak which was just a bizarre comment and it was all very aggressive back to me rather than apologising. the culture is horrendous i would never buy another product in that shop ever again being rude to customers is not the way forward.",Trustpilot,2025-12-17T00:37:23.000Z,3.0,"this company clearly has a very poor culture, as i had a similar experience to other reviewers. i bought a product that was faulty and tried to return it. i was told you couldn’t return products. i pointed out legally you can when it’s faulty. i brought the wrong receipt. i returned with the correct receipt and i found both assistants to be quite rude. when i pulled the assistance up on her tone, the worker next to her said that i hadn’t let her speak which was just a bizarre comment and it was all very aggressive back to me rather than apologising. the culture is horrendous i would never buy another product in that shop ever again being rude to customers is not the way forward.",3.0,Neutral/Positive
Kiko Milano General,"ma fille en voyage scolaire à ostende a voulu se faire plaisir à kiko ostende et la vendeuse la arnaquer car elle a payer les article de une autres perssone mais elle n’a pas eu son rouge à lèvre car soie disant sa carte ne passait pas . elle est retournée avec la preuve que sa été deconter sur son compte et on lui a dit qu’elle allait être remboursé. ça fait deux semaines et toujours rien, et quand on les contacte par téléphone, ça fait semblant de pas parler français et ça raccroche au nez. vraiment déçu des vendeuses de ostende qui profitent d’une adolescence.",Trustpilot,2025-12-16T10:40:32.000Z,3.0,"my daughter on a school trip to Ostend wanted to treat herself to Kiko Ostend and the saleswoman scammed her because she had to pay for someone else's items but she didn't get her lipstick because silk said her card didn't work. She returned with proof that her account had been decontaminated and was told she would be refunded. It's been two weeks and still nothing, and when we contact them by phone, they pretend not to speak French and they hang up on us. really disappointed with the saleswomen from Ostend who are enjoying adolescence.",3.0,Fraud & Scam Threat
Kiko Milano General,je souhaite commander sur le site kiko et au moment de passer au paiement en me connectant à mon compte mon panier disparaît et impossible de me connecter à mon compte et donc passer la commande. je ne sais pas si c'est un bug du site mais ça fait plusieurs fois que je dois tout rerajouter au panier et n'ai toujours pas pu passer commande,Trustpilot,2025-12-15T14:11:01.000Z,3.0,I would like to order on the kiko website and when I go to payment by logging into my account my basket disappears and it is impossible to log in to my account and therefore place the order. I don't know if it's a site bug but I've had to add everything to the cart several times and still haven't been able to place an order,3.0,Neutral/Positive
Kiko Milano General,"ordine online effettuato il 01/12/25 in occasione del cyber monday con spedizione affidata a amazon shipping (scelta di kiko, non mia). in data 05/12/25 mi arriva un'email di consegna avvenuta, peccato che non ci sia stata alcuna consegna né in quella data né nei giorni successivi. dopo vari reclami sia al corriere (che declina ogni responsabilità al fornitore) sia a kiko (dal quale non ricevo alcuna risposta) mi rivolgo a paypal che immediatamente dopo aver visionato il mio reclamo mi invia subito il rimborso. mi ha salvato aver pagato con paypal altrimenti avrei perso l'intera somma visto che ad oggi ancora nessun riscontro da kiko. pessimi.",Trustpilot,2025-12-14T23:07:24.000Z,3.0,"online order placed on 01/12/25 on the occasion of cyber monday with shipping entrusted to amazon shipping (kiko's choice, not mine). on 05/12/25 I received an email confirming delivery, it's a pity that there was no delivery either on that date or in the following days. after various complaints both to the courier (which declines any responsibility to the supplier) and to kiko (from which I receive no response) I turn to PayPal which immediately after having reviewed my complaint immediately sends me the refund. it saved me to have paid with paypal otherwise I would have lost the entire sum given that to date there has still been no response from kiko. very bad.",3.0,Customer Service Threat
Kiko Milano General,"i got 12 (!) defective products! i returned them to their store but after 3 weeks i still did not get my refund in size of 180 euro!
probably i lost my money and they lost me as a client.
terrible!",Trustpilot,2025-12-14T17:20:35.000Z,3.0,"i got 12 (!) defective products! i returned them to their store but after 3 weeks i still did not get my refund in size of 180 euro!
probably i lost my money and they lost me as a client.
terrible!",3.0,Neutral/Positive
Kiko Milano General,"no comprar en su tienda on line yo llevo un mes esperando el pedido y no a venido , reclamo la devolución de mi dinero y no me hacen ni caso no hago más que rellenar formularios no hay atención al cliente, son unos estafadores",Trustpilot,2025-12-13T23:13:08.000Z,3.0,"Do not buy in your online store, I have been waiting for the order for a month and it has not come, I demand the return of my money and they do not pay any attention to me, I do nothing more than fill out forms, there is no customer service, they are scammers",3.0,Fraud & Scam Threat
Kiko Milano General,davvero dei furboni...l'unico negozio nell'universo (almeno al.centro commerciale di bologna) dove terminano le gift card nel periodo pre-natalizio. secondo anno di seguito.ma una bella svegliata no?? a quanti soldi rinunciano? boooh,Trustpilot,2025-12-13T14:52:44.000Z,3.0,really smart...the only shop in the universe (at least in the Bologna shopping center) where gift cards end in the pre-Christmas period. second year in a row. but a nice wake up call right?? How much money do they give up? boooh,3.0,Neutral/Positive
Kiko Milano General,"je m’adresse à une première vendeuse de la boutique kiko du centre commercial de la valette du var hier pour acheter un eyeliner unlimited précision n°18. cette dernière m’indique que le n°18 est en rupture de stock, c’est pour cela que le crayon testeur porte un petit autocollant.
je regarde sur mon téléphone où je peux trouver ce crayon  à proximité et constate qu’il est annoncé comme étant disponible dans le magasin kiko de la valette.
je fais appel à une seconde vendeuse qui me confirme la rupture de stock du n° 18. lui montrant l’info sur mon téléphone, elle va tout de même vérifier en réserve mais pense que l’info sur mon téléphone est erronée. 
elle revient avec une boite et en plus, en ouvrant le tiroir sous le présentoir, constate qu’il y avait déjà une boîte pleine de crayon du n° 18 !
ok, j’ai donc trouvé l’article recherché mais fais simplement remarquer lors du paiement que si le stock avait été à jour cela m’aurait évité de risquer de repartir sans mon achat et surtout de venir de loin pour rien.
la caissière me répond « ce n’est pas mon problème »
inadmissible !!! ils passent tout d’abord à côté de ventes en ne vérifiant pas le stock, mais en plus ils sont méprisants avec les clientes.",Trustpilot,2025-12-13T13:55:29.000Z,3.0,"I spoke to a first saleswoman from the Kiko boutique in the Valette du Var shopping center yesterday to buy an unlimited precision eyeliner n°18. the latter tells me that No. 18 is out of stock, which is why the tester pencil has a small sticker.
I look on my phone to see where I can find this pencil nearby and see that it is advertised as being available in the Kiko store in Valletta.
I call a second saleswoman who confirms that No. 18 is out of stock. Showing her the information on my phone, she still goes to check in stock but thinks that the information on my phone is incorrect. 
she comes back with a box and what's more, when she opens the drawer under the display, she notices that there was already a box full of No. 18 pencils!
ok, so I found the item I was looking for but simply point out when paying that if the stock had been up to date this would have saved me from the risk of leaving without my purchase and especially from coming from far away for nothing.
the cashier tells me “that’s not my problem”
unacceptable!!! First of all, they miss out on sales by not checking stock, but on top of that they are contemptuous of customers.",3.0,Neutral/Positive
Kiko Milano General,"j’ai commandé le 1er décembre sur le site kiko pour les cyber monday, on est le 12 décembre, ma commande est encore en statut « confirmée », je n’ai pas reçu le mail de confirmation, j’ai tout vérifié dans ma boîte mail, rien. j’ai envoyé un mail dans leur formulaire, pas de réponses. je suis en stress total pour ma commande, je ne peux même pas l’annuler",Trustpilot,2025-12-12T20:19:31.000Z,3.0,"I ordered on December 1st on the kiko website for Cyber ​​Monday, it is December 12th, my order is still in ""confirmed"" status, I did not receive the confirmation email, I checked everything in my mailbox, nothing. I sent an email in their form, no responses. I'm in total stress about my order, I can't even cancel it",3.0,Customer Service Threat
Kiko Milano General,rimborso di 40 euro mai arrivato! diffidate si son presi il mio reso e nn mi hanno mai rimborsato. sono dei truffatori,Trustpilot,2025-12-12T20:11:50.000Z,3.0,"refund of 40 euros never arrived! beware, they took my return and never refunded me. they are scammers",3.0,Fraud & Scam Threat
Kiko Milano General,"mi sono recata presso il punto vendita di palermo forum per acquistare un nuovo rossetto. non mi serviva nient'altro, tuttavia, mi lascio coinvolgere dalla commessa che mi invoglia ad aderire alla ""promozione"" 3+3.
a fatica, riesco a scegliere 5 prodotti rimanenti che comprendono 3 rossetti della collezione one magic touch.
utilizzando due di questi rossetti, mi accorgo che uno dei due ha la chiusura difettata. premetto che il packaging è il tratto distintivo di questo rossetto.
quindi mi reco in negozio per contestare il problema e con fare piuttosto supponente, la ""gentilissima"" commessa mi dice che non si può effettuare il cambio del prodotto difettoso perché fa parte di una promozione che prevede la restituzione dei sei articoli acquistati e cosa ancora più assurda la presenza dello scatolino del famigerato rossetto.
dunque, non mi hanno risolto un problema e, come se non fosse sufficiente, me ne avrebbero creato un altro, pretendendo la presenza di altri articoli, inutilmente richiesti.
quando ho obiettato, dicendo che all' atto dell' acquisto non mi era stato detto che in caso di eventuali resi sarebbe stato obbligatorio riportare tutto in dietro, la signora commessa ha fatto elegantemente ""spallucce""...
chapeau per la serietà aziendale...
ho dato una stella perché di meno non si può.",Trustpilot,2025-12-12T17:51:16.000Z,3.0,"I went to the Palermo Forum store to buy a new lipstick. I didn't need anything else, however, I let myself be drawn in by the order which enticed me to join the 3+3 ""promotion"".
with difficulty, I manage to choose 5 remaining products which include 3 lipsticks from the one magic touch collection.
using two of these lipsticks, I notice that one of them has a defective closure. I'll start by saying that the packaging is the distinctive feature of this lipstick.
so I go to the store to dispute the problem and rather arrogantly, the ""very kind"" sales assistant tells me that it is not possible to exchange the defective product because it is part of a promotion that provides for the return of the six items purchased and what is even more absurd is the presence of the box of the infamous lipstick.
therefore, they did not solve a problem for me and, as if that were not enough, they would have created another one for me, demanding the presence of other articles, which were requested in vain.
when I objected, saying that at the time of purchase I had not been told that in the event of any returns it would be mandatory to return everything back, the lady sales assistant elegantly ""shrugged""...
hats off to the company's seriousness...
I gave it one star because you can't do less.",3.0,Neutral/Positive
Kiko Milano General,une honte. jai commande pour le black friday et toujours pas livré et personne ne répond a mes mails. une honte ce site et aucun moyen de leur telephoner,Trustpilot,2025-12-12T13:27:53.000Z,3.0,a shame. I ordered for Black Friday and still not delivered and no one responds to my emails. a shame this site and no way to call them,3.0,Neutral/Positive
Kiko Milano General,"mein mann hatte für mich ein kilo milano adventskalender bestellt, ja auf den warten wir immer noch! auf mail anfragen kommen automatisierte antworten! einmal und nicht wieder! nicht zu empfehlen!",Trustpilot,2025-12-12T11:14:09.000Z,3.0,"My husband ordered a kilo of Milano Advent calendar for me, and we're still waiting for it! Email inquiries receive automated replies! once and not again! not recommended!",3.0,Neutral/Positive
Kiko Milano General,"mi sono recata nel negozio kiko milano, a roma, centro commerciale da vinci, cercando una cipria, che uso da anni di cui ricordavo solo la sigla wr (warm rose) ma non il numero. la commessa mi ha chiesto se avessi bisogno di aiuto e quando le ho detto che andavo a memoria perché cercavo una cipria wr (forse 30?), mi ha praticamente dato della rincoglionita perché cercavo un prodotto per un altro e alla fine è stata di una sgarbataggine assurda anche in presenza di altri clienti. ho ammesso che non ricordavo il numero ma la sigla wr assolutamente si e stizzita sono andata via rifiutandomi di acquistare. la
cipria wr esiste (cfr il sito) al contrario di quello che mi ha detto la commessa, ho sbagliato il numero perché é il 07 e io ricordavo 30. ma questo è un buon motivo per sottintendere che la cliente è rincoglionita? una volta il cliente non aveva sempre ragione anche se sbagliava il numero? se siete al “da vinci” evitate le commesse del kiko milano.",Trustpilot,2025-12-11T13:03:21.000Z,3.0,"I went to the Kiko store in Milan, Rome, in the Da Vinci shopping centre, looking for a powder that I have been using for years and of which I only remembered the acronym WR (Warm Rose) but not the number. the sales assistant asked me if I needed help and when I told her that I was going from memory because I was looking for a wr powder (maybe 30?), she practically called me stupid because I was looking for a product for someone else and in the end she was absurdly rude even in the presence of other customers. I admitted that I didn't remember the number but the acronym WR absolutely did and in annoyance I left, refusing to purchase. the
powder wr exists (see the site) contrary to what the sales assistant told me, I got the number wrong because it's 07 and I remembered 30. but is this a good reason to imply that the customer is stoned? Once upon a time the customer wasn't always right even if he got the number wrong? if you are at ""da vinci"" avoid the kiko milan orders.",3.0,Neutral/Positive
Kiko Milano General,bonjour j'aime beaucoup kiko milano je suis une fidèle cliente et j'ai rien à redire le magasin chez moi et très bien et à petit prix.,Trustpilot,2025-12-11T10:46:49.000Z,3.0,hello I really like kiko milano I am a loyal customer and I have no complaints about the store at home and very good and at a low price.,3.0,Neutral/Positive
Kiko Milano General,"hice el pedido y tardaron una semana en procesarlo. cuando por fin lo enviaron, pusieron mal el código postal y no hubo manera de contactar con ellos para que lo cambiaran y pudiera recibir mi pedido. al final, ellos solos, sin hablar conmigo, cancelaron el pedido y me devolvieron el dinero. muy mal servicio de atención al cliente.",Trustpilot,2025-12-11T08:59:56.000Z,3.0,"I placed the order and it took them a week to process it. When they finally sent it, they put the zip code wrong and there was no way to contact them to change it so I could receive my order. In the end, they alone, without talking to me, canceled the order and refunded my money. very bad customer service.",3.0,Customer Service Threat
Kiko Milano General,délai de livraison trop long !,Trustpilot,2025-12-10T18:56:27.000Z,3.0,Delivery time too long!,3.0,Neutral/Positive
Kiko Milano General,"ho effettuato un acquisto online il 17 novembre e oggi è il 12 dicembre: tra poco sarà passato un mese e sto ancora aspettando il mio ordine.

è normale una consegna così lunga?

inoltre non è presente nemmeno un numero di supporto da contattare.


esperienza per nulla soddisfacente.",Trustpilot,2025-12-10T16:53:53.000Z,3.0,"I made an online purchase on November 17th and today is December 12th: soon a month will have passed and I'm still waiting for my order.

Is such a long delivery normal?

furthermore there is not even a support number to contact.


not at all satisfactory experience.",3.0,Neutral/Positive
Kiko Milano General,"non meritano manco una stella, non so come è possibile che continuano ad esistere sapendo dell’esistenza di altri negozi di cosmetici molto ma molto efficaci,sia con ordini online che in negozio. se uno non riesce a gestire nulla, non fatte le offerte, non accettate ordini così da evitare figure di m*** alla gente. non aggiungo altro perché spenderei altro tempo non meritato.adieu!",Trustpilot,2025-12-10T14:38:10.000Z,3.0,"they don't even deserve one star, I don't know how it is possible that they continue to exist knowing of the existence of other very, very effective cosmetics shops, both with online and in-store orders. if someone can't manage anything, don't make offers, don't accept orders so as to avoid making people look like shit. I won't add anything else because I would spend more undeserved time. Adieu!",3.0,Neutral/Positive
Kiko Milano General,"really bad experience in the store, super crowded, staff not very friendly and helpful, couldn't buy anything in the end.",Trustpilot,2025-12-10T10:35:56.000Z,3.0,"really bad experience in the store, super crowded, staff not very friendly and helpful, couldn't buy anything in the end.",3.0,Neutral/Positive
Kiko Milano General,"péssimo atendimento . fui atendida por uma funcionária de nacionalidade brasileira , na loja do norteshopping , dia 8.12.2025 , por volta das 18 horas , a qual , assim que lhe solicitei ajuda , rispidamente disse : “ o que é ? “ . perante tal atitude , extremamente malcriada , disse lhe que cumprisse a sua função de atendimento . a senhora , de imediato , respondeu que não era burra . sem perceber porque disse tal , respondi-lhe , novamente , que cumprisse o seu trabalho em condições e que seria melhor rever o que estava ali a fazer . um atendimento destes tem de ser urgentemente revisto e será mister reverem cuidadosamente o tipo de funcionárias que contratam para atender os clientes",Trustpilot,2025-12-09T21:32:14.000Z,3.0,"terrible service. I was attended to by an employee of Brazilian nationality, at the Norteshopping store, on 12/8/2025, around 6 pm, who, as soon as I asked her for help, rudely said: “what is it?”. Faced with such an extremely rude attitude, I told him to fulfill his duty of care. The lady immediately replied that she was not stupid. Without understanding why he said that, I replied, again, that he would do his job properly and that it would be better to review what he was doing there. Service like this needs to be urgently reviewed and it will be necessary to carefully review the type of employees they hire to serve customers",3.0,Neutral/Positive
Kiko Milano General,mi sono recata in negozio a napoli stazione centrale negozio fornito dove ho trovato le ragazze gentilissime e sempre disponibili alla clientela tra cui agnese di una dolcezza unica.brave e buon per kiko che ha delle dipendenti attente e preparate,Trustpilot,2025-12-09T18:02:00.000Z,3.0,"I went to the shop in Naples central station, a well-stocked shop where I found the girls very kind and always available to customers, including Agnese with a unique sweetness. Well done and good for Kiko who has attentive and trained employees",3.0,Neutral/Positive
Kiko Milano General,"ma fille est en attente d'un colis depuis le 21/11. elle reçoit des messages pour qu'elle mette un avis alors que le colis n'a pas été livré. toujours en attente chez gls depuis le 24/11 ! soit plus de 15 jours. une honte. gls est la pire société de transport qui existe, pourquoi faire subir ça à vos clients ? en lisant les avis, beaucoup de personnes ayant acheté pendant les promos du black friday chez kiko sont dans la situation. remboursez ou livrez !",Trustpilot,2025-12-09T14:43:49.000Z,3.0,"my daughter has been waiting for a package since 11/21. she receives messages asking her to post a notice even though the package has not been delivered. still waiting at gls since 24/11! i.e. more than 15 days. a shame. gls is the worst transport company there is, why put your customers through this? reading the reviews, many people who bought during the black friday promotions at kiko are in the same situation. refund or deliver!",3.0,Neutral/Positive
Kiko Milano General,"hace un tiempo fui a la tienda de kiko en un centro comercial de santander (cantabria), me compré un eyeliner líquido de color negro, al día siguiente me lo aplique en una fina linea sobre el párpado superior e inmediatamente me provocó un escozor insoportable y me lo tuve que retirar, a los dos días tenía una conjuntivitis en el ojo impresionante y se me extendió al otro ojo.
al no informar a mi hermana de lo que ocurrió al día siguiente mi hermana se aplicó el producto en el ojo y le produjo el mismo picor y escozor insoportable que a mi.
yo no soy una persona que compre maquillaje habitualmente ya que no me suelo maquillar...pero confíe en la tienda de kiko y para un producto que compro y era tóxico noo, lo siguiente.",Trustpilot,2025-12-09T14:04:04.000Z,3.0,"A while ago I went to the Kiko store in a shopping center in Santander (Cantabria), I bought a black liquid eyeliner, the next day I applied it in a thin line on the upper eyelid and it immediately caused an unbearable sting and I had to remove it, two days later I had impressive conjunctivitis in my eye and it spread to the other eye.
By not informing my sister of what happened the next day, my sister applied the product to her eye and it caused the same unbearable itching and burning as me.
I am not a person who buys makeup regularly since I don't usually wear makeup...but I trusted the Kiko store and for a product that I bought and it was toxic noo, the following.",3.0,Health & Safety Threat
Kiko Milano General,"ho ordinato una gift card sul sito di kiko il 22 novembre. partiamo dal principio: all'interno dell'ordine configurano anche altri prodotti che erano stati rimossi dal carrello prima di proseguire con il pagamento. questi prodotti risultano con importo 0€ e quantità 0 ma comunque rientrano nel computo dei prodotti dell'ordine (ma non nell'importo). primo segnale d'allarme che mi ha fatto comprendere dell'esistenza di un bug sul loro sito. inoltre, l'ordine è ancora bloccato allo stato ""confermato"". avendo scelto klarna come metodo di pagamento non mi hanno ancora scalato l'importo della gift card acquistata perché non è arrivata alcuna email di conferma dell'ordine. purtuttavia, essendo un regalo, ovviamente non è arrivato al destinatario. dopo un mese è tutto ancora fermo immobile. il servizio clienti è incontattabile e le faq di alcun aiuto. non acquisterò mai più dall'e-commerce di kiko ma gradirei ricevere assistenza per annullare l'ordine, visto che non è possibile procedere in tal senso sul sito.",Trustpilot,2025-12-09T10:46:17.000Z,3.0,"I ordered a gift card on the Kiko website on November 22nd. Let's start from the beginning: within the order they also configure other products that had been removed from the cart before continuing with the payment. these products have an amount of €0 and quantity of 0 but are still included in the calculation of the products of the order (but not in the amount). first warning sign that made me realize there was a bug on their site. furthermore, the order is still stuck in the ""confirmed"" state. having chosen klarna as my payment method, they have not yet deducted the amount of the gift card purchased because no order confirmation email has arrived. however, being a gift, it obviously did not reach the recipient. after a month everything is still standing still. the customer service is uncontactable and the FAQ of no help. I will never purchase from Kiko's e-commerce again but I would like assistance in canceling the order, given that it is not possible to do so on the site.",3.0,Neutral/Positive
Kiko Milano General,"no me gustó el producto porque fue imposible sacarle punta.
nombre del producto: creamy colour comfort lip liner.",Trustpilot,2025-12-08T23:16:33.000Z,3.0,"I didn't like the product because it was impossible to sharpen it.
Product Name: Creamy Color Comfort Lip Liner.",3.0,Neutral/Positive
Kiko Milano General,"i received my order during the black friday in denmark. 
unfortunately one of the products was broken. i send them an email and i received an answer with refund in just 3 minutes !!!! i was socked. that was the best service experience i had had in my life",Trustpilot,2025-12-08T19:00:18.000Z,3.0,"i received my order during the black friday in denmark. 
unfortunately one of the products was broken. i send them an email and i received an answer with refund in just 3 minutes !!!! i was socked. that was the best service experience i had had in my life",3.0,Product Quality Threat
Kiko Milano General,"a fuir
j'ai profitez des black friday sur internet et au final statue du colis : livré alors que je n'ai rien

gls  des incapable ils me disent colis livré contacter kiko pour contester !

sachant que j'ai des caméras devant chez moi!

conclusion: pas de colis! mais ils savent débité",Trustpilot,2025-12-08T17:16:46.000Z,3.0,"to flee
I took advantage of Black Friday on the internet and in the end the package was delivered: delivered even though I had nothing

gls incapable they tell me parcel delivered contact kiko to dispute!

knowing that I have cameras in front of my house!

conclusion: no package! but they know how to debit",3.0,Neutral/Positive
Kiko Milano General,"quality of the product is good but i thought i was going to get some extra free items for the black friday and nothing happened.
i have got in touch with no response 
very disappointed",Trustpilot,2025-12-08T15:22:41.000Z,3.0,"quality of the product is good but i thought i was going to get some extra free items for the black friday and nothing happened.
i have got in touch with no response 
very disappointed",3.0,Customer Service Threat
Kiko Milano General,"je vois que je ne suis pas la seul à avoir eu ce problème 
colis indiqué comme livré dans la boîte aux lettres car j’ai demandé une livraison à domicile
alors que je n'ai rien reçu. 
j'ai contacté gls, qui me dise de contacter l'expéditeur. 
kiko me dit que le colis est livré et me donne une preuve de livraison avec une signature qui n'est pas la mienne ! 
je n'a pas mon colis et je n'ai pas été reboursé non plus
service client déplorable, à fuir!",Trustpilot,2025-12-08T13:13:30.000Z,3.0,"I see I'm not the only one who had this problem. 
package indicated as delivered in the mailbox because I requested home delivery
even though I received nothing. 
I contacted gls, who told me to contact the sender. 
kiko tells me that the package is delivered and gives me proof of delivery with a signature that is not mine! 
I don't have my package and I haven't been refunded either
Deplorable customer service, avoid!",3.0,Neutral/Positive
Kiko Milano General,"buonasera, sono a segnalare la totale  non disponibilità da parte del personale di vendita del punto vendita di lonato del garda c/o il centro commerciabile il leone. nonostante fossimo nei tempi di legge e nonostante il prodotto fosse integro, si sono rifiutate di sostituire il prodotto, insinuando che fosse stato usato! preciso che il prodotto da sostituire era un gloss, era stato chiesto trasparente e per un errore della commessa di turno mi è stato dato un altro colore! io ho sicuramente sbagliato nel non verificare immediatamente il colore! sconsiglio fortemente il punto vendita sia per la maleducazione ed inesperienza ma anche per la totale maleducazione ed arroganza! a mai più",Trustpilot,2025-12-06T20:04:29.000Z,3.0,"Good evening, I would like to point out the total unavailability of the sales staff at the Lonato del Garda store c/o the Il Leone shopping centre. even though we were within the legal deadline and even though the product was intact, they refused to replace the product, insinuating that it had been used! I point out that the product to be replaced was a gloss, I had asked for transparent and due to an error by the sales assistant on duty I was given another colour! I definitely made a mistake in not checking the color immediately! I strongly advise against the store both for its rudeness and inexperience but also for its total rudeness and arrogance! never again",3.0,Neutral/Positive
Kiko Milano General,merce mai consegnata con amazon shipping. notifica di consegna ma pacco non pervenuto. impossibile ottenere una risposta da parte del servizio clienti,Trustpilot,2025-12-05T18:37:11.000Z,3.0,goods never delivered with Amazon shipping. delivery notification but package not received. Impossible to get a response from customer service,3.0,Neutral/Positive
Kiko Milano General,"sull'azienda non posso dire niente però migliorare la ricerca del personale
la commessa del negozio di montecatini terme è molto indisponente",Trustpilot,2025-12-04T19:58:01.000Z,3.0,"I can't say anything about the company but improve the search for personnel
the shop assistant in Montecatini Terme is very irritating",3.0,Neutral/Positive
Kiko Milano General,"très mauvaise expérience 
profitez des black friday sur internet et au final statue du colis : livré alors qu’il n’y a rien dans la boîte aux lettres car j’ai demandé une livraison à domicile 
gls incapable de dire où il est font attendre 15min au téléphone pour rien 

conclusion: pas de colis livré quelque part et personne peut me dire où 

réclamation faite",Trustpilot,2025-12-04T14:46:59.000Z,3.0,"very bad experience 
take advantage of Black Friday on the internet and in the end the package is delivered: delivered even though there is nothing in the mailbox because I requested home delivery 
gls unable to say where he is makes him wait 15 minutes on the phone for nothing 

conclusion: no package delivered anywhere and no one can tell me where 

claim made",3.0,Neutral/Positive
Kiko Milano General,"kiko nijmegen
personeel is zo absurd lelijk opgemaakt dat ze een negatieve invloed hebben op de verkoop.
lijkt me niet de bedoeling.",Trustpilot,2025-12-03T19:51:52.000Z,3.0,"kiko nijmegen
staff are made up in such an absurdly ugly way that they have a negative impact on sales.
I don't think that's the intention.",3.0,Neutral/Positive
Kiko Milano General,"buongiorno, oggi mi sono recata da kiko nel centro commerciale di giussano, ho conosciuto martina a., sono rimasta piacevole sorpresa, una commessa che tutti vorrebbero incontrare, professionale, gentile, solare è stato un piacere fare acquisti!!! complimenti alla persona che l’ha assunta. grazie ancora martina sono certa che avrai tante soddisfazioni a livello professionale e non solo perché il tuo è il giusto approccio alla vita!!! complimenti anche ai tuoi genitori…viviana",Trustpilot,2025-12-03T16:01:54.000Z,3.0,"good morning, today I went to Kiko in the Giussano shopping centre, I met Martina A., I was pleasantly surprised, a shop assistant that everyone would like to meet, professional, kind, cheerful, it was a pleasure to shop!!! Congratulations to the person who hired her. thanks again martina I am sure that you will have a lot of satisfaction on a professional level and not only because yours is the right approach to life!!! congratulations also to your parents…viviana",3.0,Neutral/Positive
Kiko Milano General,"⭐ 0/5 - saarbrücken sold incomplete black friday kits! ""snow-kissed holiday mountain buddies mak"" (ref. kc000001186001b, receipt 1092-36340).

3+3 promo: paid 3 kits (€62.97), got 3 free but all missing mascara (only lipsticks)!

**extremely disappointed** with kiko. **alert**: check gift kits at purchase - scammy to receive less than promised!

luxembourg stores refuse help. travel tomorrow. gifts destroyed! #kikoscam",Trustpilot,2025-12-03T09:51:29.000Z,3.0,"⭐ 0/5 - saarbrücken sold incomplete black friday kits! ""snow-kissed holiday mountain buddies mak"" (ref. kc000001186001b, receipt 1092-36340).

3+3 promo: paid 3 kits (€62.97), got 3 free but all missing mascara (only lipsticks)!

**extremely disappointed** with kiko. **alert**: check gift kits at purchase - scammy to receive less than promised!

luxembourg stores refuse help. travel tomorrow. gifts destroyed! #kikoscam",3.0,Fraud & Scam Threat
